Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
CUYTY,COLRUYT GRP N.V UNSP/ADR,Pink Limited,10.200000,,0,ADRs,Belgium,
RPHCF,ROHTO PHARM CO,Pink Limited,15.000000,,0,Foreign Ordinary Shares,,
TCYSF,TECSYS INC,Pink Limited,24.620000,,625,Foreign Ordinary Shares,Canada,Quebec
ATSWF,ATOSS SOFTWARE SE,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
PNNX,PENNEXX FOODS INC,OTCID,0.006150,-0.008065,110,Common Stock,USA,Florida
ISEYF,WI2WI CORP,Pink Limited,0.020000,,0,Foreign Ordinary Shares,Canada,Alberta
BAFBF,BALFOUR BEATTY PLC,Pink Limited,11.500000,,0,Foreign Ordinary Shares,United Kingdom,England
BLFBY,BALFOUR BEATTY PLC U/ADR,Pink Limited,23.705500,-0.013093,7723,ADRs,United Kingdom,England
YMECF,YAMAICHI ELECTRONICS CO,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Japan,
SGMO,SANGAMO THERAPEUTICS INC,OTCQB,0.178500,0.050000,1536420,Common Stock,USA,California
CCLHF,CC LAND HOLDINGS LTD ORD,Pink Limited,0.140000,,0,Foreign Ordinary Shares,,
SCWTF,SCHWEITER TECHS AG HORGEN,Pink Limited,362.750000,,0,Foreign Ordinary Shares,,
HNHAF,HON HAI PRECISION IND ORD,Pink Limited,5.703500,,0,Foreign Ordinary Shares,Taiwan,
HNHAY,HON HAI PRECISN 144A ADR,Pink Limited,0.000000,,0,New York Registry Shs,Taiwan,
HNHPF,HON HAI PRECSON S/GDR NEW,Pink Limited,17.192000,-0.001046,13263,New York Registry Shs,Taiwan,
RMHB,ROCKY MTN HIGH BRAND INC,Pink Limited,0.001800,-0.400000,37708,Common Stock,USA,Texas
KTRNF,KONTRON AG,Pink Limited,0.000000,,100,Foreign Ordinary Shares,Austria,
RATIY,RATIONAL AG ADR,Pink Limited,38.600000,,0,ADRs,,
RTLLF,RATIONAL AG LNDSBERG,Pink Limited,734.300000,,0,Foreign Ordinary Shares,,
BECTY,BECHTLE AG UNSP/ADR,Pink Limited,8.050000,0.006250,250,ADRs,,
BHTLF,BECHTLE AG,Pink Limited,46.950000,,0,Foreign Ordinary Shares,,
QSCGF,Q BEYOND AG,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Germany,
SPOWF,STRATA PWR CORP,Pink Limited,0.008300,,0,Common Stock,Canada,Alberta
CWQXF,CASTELLUM AB,Pink Limited,13.080000,,0,Foreign Ordinary Shares,Sweden,
NNRI,NNRF INC,OTCID,0.002376,,0,Common Stock,USA,Nevada
QDMI,QDM INTL INC,OTCQB,21.040000,-0.190769,600,Common Stock,Hong Kong,
ADTTF,ADVANTEST CORP ORD,Pink Limited,150.420000,,694,Foreign Ordinary Shares,Japan,
ATEYY,ADVANTEST CORP SP/ADR,Pink Limited,187.430000,0.008176,95515,ADRs,Japan,
AIIXY,AIXTRON SE UNSP/ADR,Pink Limited,136.000000,,128,ADRs,Germany,
AIXXF,AIXTRON SE NAMEN AKT,Pink Limited,69.090000,0.054809,977,Foreign Ordinary Shares,Germany,
TUPRF,TUPRAS TURKIYE PETE,Pink Limited,24.250000,,0,Foreign Ordinary Shares,Turkey,
KUBR,KUBER RESOURCES CORP,Pink Limited,2.200000,0.157895,8552,Common Stock,Hong Kong,
TLPFF,TELEPERFORMANCE ORD,Pink Limited,64.410000,,0,Foreign Ordinary Shares,France,
TLPFY,TELEPERFORMANCE UNSP/ADR,Pink Limited,32.900000,0.024922,6406,ADRs,France,
LVPA,LVPAI GROUP LIMITED,Pink Limited,1.010000,,0,Common Stock,USA,Nevada
DHKCF,GLOBAL STRTEGIC GROUP,Pink Limited,0.000000,,0,Foreign Ordinary Shares,China,Hong Kong
RKUNF,RAKUTEN GROUP INC,Pink Limited,4.490000,-0.034409,80,Foreign Ordinary Shares,Japan,
RKUNY,RAKUTEN GROUP INC  S/ADR,Pink Limited,4.755000,0.005285,52262,ADRs,Japan,
STLXF,STELLAR AFRICAGLD INC,Pink Limited,0.048875,-0.127232,64000,Foreign Ordinary Shares,Canada,British Columbia
FSNUF,FRESENIUS SE & CO,Pink Limited,54.350000,,0,Foreign Ordinary Shares,Germany,
FSNUY,FRESENIUS SE S/ADR,Pink Limited,11.095000,-0.012900,243984,ADRs,Germany,
FMBN,FRMRS&MER BNCSHS IOWA,OTCID,44.000000,,0,Common Stock,USA,Iowa
CWQXY,CASTELLUM AB UNSP/ADR,Pink Limited,26.750000,,0,ADRs,Sweden,
CWHHF,CARRY WEALTH HLDGS LTD,Pink Limited,0.000000,,0,Common Stock,,
STHI,SPROUT TINY HOMES,Pink Limited,0.016000,0.111111,54000,Common Stock,USA,Colorado
CVTGF,CLEARVEST GROUP,Pink Limited,49.000000,,0,Foreign Ordinary Shares,Canada,Ontario
MMIRF,MEDMIRA INC,Pink Limited,0.012100,,0,Foreign Ordinary Shares,Canada,Ontario
TSDRF,TSODILO RESOURCES LTD,OTCQB,0.095000,,0,Foreign Ordinary Shares,Canada,Ontario
HSYDF,HARMONIC DRIVE SYS INC,Pink Limited,48.360000,0.086742,14366,Foreign Ordinary Shares,Japan,
WFHG,WORLD FINL HLDG GROUP,OTCID,25.000000,,0,Common Stock,China,
RSMDF,RESMED INC ORD,Pink Limited,16.990000,,50143,Foreign Ordinary Shares,USA,California
FEERF,FREEPORT RES INC,OTCQB,0.050000,,4,Foreign Ordinary Shares,Canada,British Columbia
FIRRF,FIRST TRACTOR CO LTD,Pink Limited,0.946300,,0,Foreign Ordinary Shares,China,
FIRRY,FIRST TRACTOR UNSP/ADR,Pink Limited,9.500000,,0,ADRs,China,
GRRLF,GRANGE RESOURCES LTD,Pink Limited,0.126300,0.038651,41800,Foreign Ordinary Shares,Australia,
PLFRF,PALFINGER AG,Pink Limited,40.250000,,0,Foreign Ordinary Shares,Austria,
IPGLF,INTERPUMP GROUP SPA,Pink Limited,37.250000,,0,Foreign Ordinary Shares,Italy,
IPGYY,INTERPUMP GP UNSP/ADR,Pink Limited,0.000000,,0,ADRs,Italy,
TKYRF,TOKYO ROPE MFG CO LTD,Pink Limited,3.700000,,0,Foreign Ordinary Shares,Japan,
RENGY,RENGO CO LTD U/ADR,Pink Limited,18.000000,,0,ADRs,Japan,
RNGOF,RENGO CO LTD ORD,Pink Limited,5.500000,,0,Foreign Ordinary Shares,Japan,
BHDB,BANK OF LABOR BANCSHARES,OTCID,108.000000,,0,Common Stock,USA,Kansas
TRCK,TRACK GROUP INC,OTCQB,0.740000,0.138462,15400,Common Stock,USA,Illinois
NETTF,NETEASE INC,Pink Limited,24.500000,,5,Foreign Ordinary Shares,China,
SRRE,SUNRISE RL EST GROUP INC,Pink Limited,0.120000,,0,Common Stock,China,
QBAK,QUALSTAR CORP,OTCID,3.450000,,0,Common Stock,USA,California
CGEH,CAPSTONE ENERGY+ INC,OTCQX,11.950000,0.039130,114804,Common Stock,USA,California
NHFLF,JUNO INTL CORP A,Pink Limited,3.657400,,0,Foreign Ordinary Shares,,
LITOF,FRONTIER LITHIUM ORD,OTCQB,0.354980,-0.016403,2454,Foreign Ordinary Shares,Canada,Ontario
TORXF,TOREX GOLD RES INC ORD,OTCQX,44.340000,-0.015979,62719,Foreign Ordinary Shares,Canada,Ontario
FTURF,FUTURE FUELS INC,OTCQX,0.210000,-0.086957,4500,Foreign Ordinary Shares,Canada,British Columbia
MCKRF,JADE LEADER CORP,Pink Limited,0.002200,,0,Foreign Ordinary Shares,Canada,Alberta
QQREF,QUEBEC RARE EARTH ELEMENT,Pink Limited,0.082100,,0,Foreign Ordinary Shares,Canada,British Columbia
OCGSF,OUTCROP SILVER & GOLD CP,OTCQX,0.227300,-0.018143,204863,Foreign Ordinary Shares,Canada,British Columbia
NILIF,SURGE BATTERY METALS INC,OTCQX,0.525200,-0.023792,138403,Foreign Ordinary Shares,Canada,British Columbia
APRAF,TRAILBREAKER RESOURCS LTD,OTCQB,0.233050,-0.037580,750,Foreign Ordinary Shares,Canada,British Columbia
HHSE,HANNOVER HOUSE INC,OTCID,0.007720,-0.022785,124000,Common Stock,USA,Arkansas
PHCUF,PHOTOCURE ASA,Pink Limited,6.180000,,0,Foreign Ordinary Shares,,
CZBC,CITZNS BNCRP CORVALLIS OR,OTCID,14.200000,,0,Common Stock,USA,Oregon
CNBZ,CNB CORP MI,OTCID,25.000000,,0,Common Stock,USA,Michigan
SSUMF,SUMITOMO CORP,Pink Limited,40.725000,,26,Foreign Ordinary Shares,Japan,
SSUMY,SUMITOMO CORP S/ADR,Pink Limited,40.785000,-0.003055,55220,ADRs,Japan,
IBITF,INTL BIOTECH TR PLC,Pink Limited,13.000000,,0,Foreign Ordinary Shares,United Kingdom,
NPSGF,NIPPON SHEET GLASS,Pink Limited,3.000000,,0,Foreign Ordinary Shares,Japan,
NPSGY,NIPPON SHEET GL UNSP/ADR,Pink Limited,2.850000,,0,ADRs,Japan,
WNDLF,WENDEL,Pink Limited,103.340000,,0,Foreign Ordinary Shares,France,
IQEPF,IQE PLC ORD,Pink Limited,0.712500,-0.025308,2184105,Foreign Ordinary Shares,United Kingdom,
IQEPY,IQE PLC UNSP/ADR,Pink Limited,18.090000,-0.006044,204323,ADRs,United Kingdom,
CIRX,CIRTRAN CORP,OTCID,0.050000,,0,Common Stock,USA,Nevada
AKBKF,AKITA BANK LTD,Pink Limited,2.500000,,0,Foreign Ordinary Shares,,
SPASF,SINGAPORE AIRPRT TERMNAL,Pink Limited,2.665000,,0,Foreign Ordinary Shares,Singapore,
SPASY,SATS LTD UNSP/ADR,Pink Limited,34.040000,,0,ADRs,Singapore,
UDIRF,UNITED INTERNET AG&CO REG,Pink Limited,27.335500,,0,Foreign Ordinary Shares,Germany,
UDIRY,UNITED INTERNET UNSP/ADR,Pink Limited,33.100000,,0,ADRs,Germany,
GARLF,ROXMORE RESOURCES INC,OTCQX,2.630000,0.052000,46771,Foreign Ordinary Shares,Canada,British Columbia
OTPBF,OTP BANK LTD,Pink Limited,145.755000,0.073623,420,Foreign Ordinary Shares,Hungary,
OTPGF,OTP BANK S/ADR R,Pink Limited,64.280000,,1,Foreign Ordinary Shares,Hungary,
OTPIY,OTP BANK S/GDR 144A,Pink Limited,0.000000,,0,New York Registry Shs,Hungary,
MMMW,MASS MEGAWATTS WIND PWR,OTCID,0.080000,,52,Common Stock,USA,Massachusetts
CSNVF,CSM NV,Pink Limited,22.172300,,0,Foreign Ordinary Shares,The Netherlands,
CSNVY,CORBION NV UNSP/ADR,Pink Limited,22.250000,,0,ADRs,The Netherlands,
PXSTF,PHOENIX MEDIA INVT LTD,Pink Limited,0.100000,,0,Foreign Ordinary Shares,China,Hong Kong
TGMR,TROY GOLD & MINERAL CORP,Pink Limited,0.345000,,0,Common Stock,USA,California
NSHGF,NISSHIN GROUP HLDGS CO,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
SGIHY,SUGI HLDGS CO LTD U/ADR,Pink Limited,0.000000,,0,ADRs,Japan,
SGIPF,SUGI HLDGS CO LTD,Pink Limited,20.400000,,0,Foreign Ordinary Shares,Japan,
AHFCF,FLOW CAP CORP,Pink Limited,0.570000,,0,Foreign Ordinary Shares,Canada,Ontario
ELRRF,ELORO RESOURCES LTD,OTCQX,1.390400,-0.017593,48314,Foreign Ordinary Shares,Canada,Ontario
TCISF,TACHI S CO LTD,Pink Limited,15.340000,,0,Foreign Ordinary Shares,,
SWQGD,SWISSQUOTE GRP HLDG NEW,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Switzerland,
AEBMF,ANADOLU EFES BIRACK ORD,Pink Limited,0.428900,,0,Common Stock,Turkey,
AEBMY,ANADOLU EFES S/ADR 144A,Pink Limited,0.000000,,0,ADRs,Turkey,
AEBZY,ANADOLU EFES BIRCLK S/ADR,Pink Limited,0.362900,-0.028900,24091,ADRs,Turkey,
HKXCF,HONG KONG EXCH & CLEARING,Pink Limited,48.332000,-0.000414,2766,Foreign Ordinary Shares,China,Hong Kong
HKXCY,HONG KONG EX&CL UNSP/ADR,Pink Limited,48.190000,-0.017733,421109,ADRs,China,Hong Kong
CRHHF,CROSS HARBOUR HLDGS LTD,Pink Limited,1.020000,,0,Foreign Ordinary Shares,,
CSGGF,CHINA STRATEGIC HLDGS,Pink Limited,0.003000,,0,Foreign Ordinary Shares,,
POELF,PORTUCEL EMPRS ORD,Pink Limited,3.600000,,0,Foreign Ordinary Shares,Portugal,
OSUKF,OTSUKA CORP,Pink Limited,20.765000,,0,Foreign Ordinary Shares,Japan,
AOXG,AOXING PHARM CO INC,Pink Limited,0.004000,-0.230769,163,Common Stock,Hong Kong,
WINKF,WINDFALL GEOTEK INC,Pink Limited,0.017600,0.079755,15000,Foreign Ordinary Shares,Canada,Quebec
NIHL,NEW INFINITY HOLDINGS LTD,OTCID,0.087370,-0.029222,58688,Common Stock,USA,Pennsylvania
SAAYY,SAIPEM SPA SP/144A ADR,Pink Limited,0.000000,,0,ADRs,Italy,
AMBUY,AMBUJA CEMENTS LTD 144A,Pink Limited,0.000000,,0,ADRs,India,
SAPMF,SAIPEM SPA,Pink Limited,5.320000,-0.011152,2187,Foreign Ordinary Shares,Italy,
SAPMY,SAIPEM SPA UNSP/ADR,Pink Limited,1.100000,0.045131,658,ADRs,Italy,
EADSF,AIRBUS SE ORD,Pink Limited,215.180000,0.005514,41335,Foreign Ordinary Shares,The Netherlands,
EADSY,AIRBUS SE UNSP/ADR,Pink Limited,53.470000,-0.003912,374979,ADRs,The Netherlands,
FOJCF,FORTUM OYJ CORP ORD,Pink Limited,23.300000,,14218,Foreign Ordinary Shares,Finland,
FOJCY,FORTUM OYJ CP UNSP/ADR,Pink Limited,4.500000,-0.042553,8478,ADRs,Finland,
KRYAF,KERRY GROUP A ORD,OTCID,81.420100,,0,Foreign Ordinary Shares,Ireland,
KRYAY,KERRY GROUP PLC S/ADR,OTCID,84.731000,-0.015443,29417,ADRs,Ireland,
PSGTF,PT SEMEN GRESIK PAR,Pink Limited,0.115100,,0,Foreign Ordinary Shares,Indonesia,
PSGTY,PT SEMEN INDONSA UNSP/ADR,Pink Limited,1.870400,,0,ADRs,Indonesia,
GGAZF,GOLDGROUP MNG INC,OTCQX,1.189900,0.025776,337655,Foreign Ordinary Shares,Canada,British Columbia
RIOCF,RIOCAN REAL ESTATE INV TR,Pink Limited,16.336000,0.000367,11436,Units,Canada,Ontario
IBIDF,IBIDEN CO LTD ORD,Pink Limited,140.250000,,61,Foreign Ordinary Shares,Japan,
IBIDY,IBIDEN CO LTD UNSP/ADR,Pink Limited,39.090000,0.149706,16522,ADRs,Japan,
SOME,SOMERSET TR HOLDING CO,OTCQX,73.020000,,0,Common Stock,USA,Pennsylvania
HOCFF,HOCHTIEF AG,Pink Limited,580.875000,0.012260,1,Foreign Ordinary Shares,Germany,
GAMXF,GAMMA RES LTD,OTCQB,0.077800,-0.027500,1459,Foreign Ordinary Shares,Canada,British Columbia
SEGXF,SEGRO PLC REIT ORD,Pink Limited,9.650000,,32,Foreign Ordinary Shares,United Kingdom,
MSSMY,MISUMI GROUP INC UNSP/ADR,Pink Limited,12.000000,-0.000008,1015,ADRs,Japan,
MSUXF,MISUMI GROUP INC ORD,Pink Limited,16.670000,,0,Foreign Ordinary Shares,Japan,
PGPEF,PUBLICIS GROUPE ACT,OTCQX,103.000000,,54,Foreign Ordinary Shares,France,
PUBGY,PUBLICIS GROUP SA S/ADR,OTCQX,26.060000,-0.025794,172675,ADRs,France,
EXCOF,EXCO TECHS LTD,Pink Limited,5.600000,,0,Foreign Ordinary Shares,Canada,Ontario
ARREF,AMERIGO RESOURCES LTD,OTCQX,4.930000,-0.023762,81381,Foreign Ordinary Shares,Canada,British Columbia
SESMF,SUSS MICROTEC SE,Pink Limited,115.000000,,30,Foreign Ordinary Shares,Germany,
TRZBF,TRANSAT AT INC ORD,Pink Limited,1.788200,,0,Foreign Ordinary Shares,Canada,Quebec
KIKOF,KIKKOMAN CORP,Pink Limited,9.243500,,0,Foreign Ordinary Shares,Japan,
KIKOY,KIKKOMAN CORP UNSP/ADR,Pink Limited,21.550000,,7,ADRs,Japan,
SKKFF,STRIKEWELL ENERGY CORP,Pink Limited,0.080000,,0,Foreign Ordinary Shares,Canada,British Columbia
PUCCF,CAROLINA RUSH CORP,OTCQB,0.071460,,0,Foreign Ordinary Shares,Canada,Ontario
CDNAF,CANADIAN TIRE LTD A,Pink Limited,132.010000,-0.010457,7223,Foreign Ordinary Shares,Canada,Ontario
CDNTF,CANADIAN TIRE LTD,Pink Limited,187.025000,,0,Foreign Ordinary Shares,Canada,Ontario
TRUMF,TERUMO CORP,Pink Limited,14.618400,,29,Foreign Ordinary Shares,Japan,
TRUMY,TERUMO CORP UNSP/ADR,Pink Limited,13.960000,0.010130,152306,ADRs,Japan,
SARTF,SARTORIUS AG ORD,Pink Limited,217.650000,,0,Foreign Ordinary Shares,,
SUVPF,SARTORIUS AG PFD W/O,Pink Limited,288.215200,,0,Preferred Stock,,
UBAAF,URBANA CORP A NON-VTG,OTCID,5.600000,,100,Foreign Ordinary Shares,Canada,Ontario
URNAF,URBANA CORP,OTCID,6.440000,-0.016794,500,Foreign Ordinary Shares,Canada,Ontario
KACPF,KOA CORP,Pink Limited,17.100000,,0,Foreign Ordinary Shares,Japan,
AIQUF,L'AIR LIQUIDE ORD,Pink Limited,190.921200,-0.013883,16,Foreign Ordinary Shares,France,
YORUF,YOKOHAMA RUBBER ORD NEW,Pink Limited,46.050000,,0,Foreign Ordinary Shares,Japan,
AIQUY,L'AIR LIQUIDE SA UNSP/ADR,Pink Limited,38.190000,-0.013688,175653,ADRs,France,
HYMLF,HYUNDAI MOTOR CO,Pink Limited,89.000000,,0,Foreign Ordinary Shares,South Korea,
EGRAF,ENERGY RES OF AUST LTD,Pink Limited,0.009400,,0,Foreign Ordinary Shares,Australia,
EGRAY,ENERGY RES AUS UNSP/ADR A,Pink Limited,0.007500,,0,ADRs,Australia,
ESHDF,ESPRIT HOLDINGS LTD NEW,Pink Limited,0.080000,,0,Foreign Ordinary Shares,China,Hong Kong
ELPQF,EL PUERTO LIVERPOOL SHS 1,Pink Limited,5.855000,,3,Foreign Ordinary Shares,Mexico,
WRLGF,WEST RED LAKE GOLD MINES,OTCQX,0.500000,-0.022674,526087,Foreign Ordinary Shares,Canada,British Columbia
WRLRF,WEST RED LAKE GLD WTS 28,OTCID,0.207410,,0,Warrants,Canada,British Columbia
WRLWF,WEST RED LAKE GLD WTS 29,OTCID,0.250000,,0,Warrants,Canada,British Columbia
AUSDF,PERENTI GLOBAL LTD,Pink Limited,1.600000,,0,Foreign Ordinary Shares,Australia,
VTEPF,VIDENDUM PLC,Pink Limited,0.000000,,0,Foreign Ordinary Shares,United Kingdom,
MIMTF,MITSUBISHI MATERIALS ORD,Pink Limited,30.485000,,0,Foreign Ordinary Shares,Japan,
MIMTY,MITSUBISHI MTRLS UNSP/ADR,Pink Limited,0.000000,,0,ADRs,Japan,
JWTXF,JAPAN WOOL TEXTILE,Pink Limited,7.500000,,0,Foreign Ordinary Shares,Japan,
GLVIF,GULLIVER INTL CO LTD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Japan,
DCOHF,DICKSON CONCEPTS INTL HK,Pink Limited,0.747300,,0,Foreign Ordinary Shares,China,
CMPCY,COMPAL ELECTR S/ADR 144A,Pink Limited,4.000000,,0,ADRs,Taiwan,
CMPFF,COMPAL ELECTRONICS GDR,Pink Limited,2.719496,,0,New York Registry Shs,Taiwan,
NSHMF,NISHIMATSU CONSTRCTN CO,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Japan,
AALBF,AALBERTS INDUS NV ORD,Pink Limited,47.000000,,0,Foreign Ordinary Shares,,
PSGFF,PRECIOUS SHIPPING PLC,Pink Limited,0.159375,,0,Foreign Ordinary Shares,Thailand,
TUGHF,TUNGTEX HOLDING,Pink Limited,0.032670,,0,Foreign Ordinary Shares,Hong Kong,
OKSCF,OKASAN SECS GROUP INC,Pink Limited,4.733100,,0,Foreign Ordinary Shares,Japan,
MCRUF,MORGAN ADVANCED MTRLS ORD,Pink Limited,2.950000,,0,Foreign Ordinary Shares,United Kingdom,
NCHNF,NICHICON CORP,Pink Limited,9.100000,,0,Foreign Ordinary Shares,Japan,
USSJF,USS CO LTD,Pink Limited,8.170000,,0,Foreign Ordinary Shares,Japan,
USSJY,USS CO LTD UNSP/ADR,Pink Limited,25.750000,,0,ADRs,Japan,
JYSKF,JYSKE BANK A/S ORD,Pink Limited,76.500000,,0,Foreign Ordinary Shares,Denmark,
JYSKY,JYSKE BANK A/S UNSP/ADR,Pink Limited,26.712500,,0,ADRs,Denmark,
HROEY,HIROSE ELECTRIC UNSP/ADR,Pink Limited,17.815000,,0,ADRs,,
HRSEF,HIROSE ELECTRIC,Pink Limited,162.330000,,0,Foreign Ordinary Shares,,
CBGPF,CLOSE BROTHERS GROUP ORD,Pink Limited,7.200000,,0,Foreign Ordinary Shares,United Kingdom,England
CBGPY,CLOSE BROS GRP UNSP/ADR,Pink Limited,12.120000,,0,ADRs,United Kingdom,England
QGLDF,Q-GOLD RES LTD NEW,OTCQB,0.166210,-0.022294,104700,Foreign Ordinary Shares,Canada,Ontario
SPNRF,SPARTON RES INC,Pink Limited,0.010100,,0,Foreign Ordinary Shares,Canada,Ontario
RMGOF,REMGRO LTD ORD,Pink Limited,10.900000,,0,Foreign Ordinary Shares,South Africa,
AWHL,ASPIRA WOMEN'S HEALTH INC,OTCQX,0.515000,0.038078,104098,Common Stock,USA,Texas
TEUUF,EUROPEAN SMALLER COS TR,Pink Limited,1.960000,,0,Foreign Ordinary Shares,,
ASRMF,GRUPO AEROPRTR SRTE SER B,Pink Limited,30.550000,,44,Foreign Ordinary Shares,Mexico,
TWODF,TAYLOR WIMPLEY PLC ORD,Pink Limited,1.025000,,0,Foreign Ordinary Shares,United Kingdom,
TWODY,TAYLOR WIMPEY UNSP/ADR,Pink Limited,10.400000,0.012461,68212,ADRs,United Kingdom,
JGSHF,J G SUMMIT HLDGS B,Pink Limited,0.440597,,0,Foreign Ordinary Shares,Philippines,
JGSMY,J G SUMMIT HLDGS UNSP/ADR,Pink Limited,7.570000,,0,ADRs,Philippines,
JNPKF,JENOPTIK AG NEW,Pink Limited,50.560000,,0,Foreign Ordinary Shares,Germany,
MYTEF,TELEKOM MALAYSIAN,Pink Limited,1.820000,,0,Foreign Ordinary Shares,Malaysia,
VOPKF,VOPAK PAR ORD,Pink Limited,53.250000,,0,Foreign Ordinary Shares,The Netherlands,
VOPKY,KONINKLIJKE VOPAK UNS/ADR,Pink Limited,52.500000,,0,ADRs,The Netherlands,
PHGUF,PHARMING GROUP NV ORD,Pink Limited,1.150000,,0,Foreign Ordinary Shares,The Netherlands,
RNLSY,RENAULT SA UNSP/ADR,Pink Limited,6.216950,-0.019409,107135,ADRs,France,
RNSDF,RENAULT ORD PAR,Pink Limited,28.650000,,0,Foreign Ordinary Shares,France,
SZIHF,SHENZHEN INTL HLDGS ORD,Pink Limited,0.900000,,0,Foreign Ordinary Shares,China,
SGHIF,SHANGHAI INDUS HLDGS LTD,Pink Limited,1.710000,,0,Foreign Ordinary Shares,China,Hong Kong
SGHIY,SHANGHAI INDUS HLD SP/ADR,Pink Limited,17.830000,,7,ADRs,China,Hong Kong
USNMY,USIMINAS SA S/ADR 144A,Pink Limited,0.000000,,0,ADRs,Brazil,
TAWNF,THAI AIRWAYS INTL,Pink Limited,0.207500,0.036982,285926,Foreign Ordinary Shares,Thailand,
TAWUF,THAI AIRWAYS INTL NVDR,Pink Limited,0.740000,,0,Foreign Ordinary Shares,Thailand,
TOTTF,TOYO TIRE CORP,Pink Limited,25.550000,,0,Foreign Ordinary Shares,Japan,
TYRRY,TOYO TIRE&RUBBER UNSP/ADR,Pink Limited,29.380000,,0,ADRs,Japan,
YORUY,YOKOHAMA RUBBER UNSP/ADR,Pink Limited,36.851500,,2,ADRs,Japan,
KOREF,KORE MNG LTD,Pink Limited,0.107900,,0,Foreign Ordinary Shares,Canada,British Columbia
NEWDF,NEWFOUNDLAND DISCOVRY CP,Pink Limited,0.114200,-0.066612,43562,Foreign Ordinary Shares,Canada,British Columbia
ATSKF,ALLIED TELESIS HLDNGS KK,Pink Limited,0.875700,,0,Foreign Ordinary Shares,Japan,
CAHLF,CELESTIAL ASIA SECS NEW,Pink Limited,0.000000,,0,Foreign Ordinary Shares,China,Hong Kong
DMCHY,DMCI HOLDING UNSP/ADR,Pink Limited,1.450000,-0.275000,450,ADRs,Philippines,
DMCIF,DMCI HOLDING INC,Pink Limited,0.270000,,0,Foreign Ordinary Shares,Philippines,
FUISF,FUBON FINCL HLDG CO ORD,Pink Limited,1.290000,,0,Foreign Ordinary Shares,Taiwan,
FUISY,FUBON FINCL HL S/GDR 144A,Pink Limited,0.000000,,0,New York Registry Shs,Taiwan,
FUIZF,FUBON FINCL HLD S/GDR,Pink Limited,16.760764,,0,Foreign Ordinary Shares,Taiwan,
RYBIF,RYOBI LTD,Pink Limited,17.700000,,0,Foreign Ordinary Shares,Japan,
PFHO,PACIFIC HLTH CRE ORGZ INC,OTCQB,0.850000,0.000000,9701,Common Stock,USA,California
TBTC,TABLE TRAC INC,OTCQX,4.450000,,0,Common Stock,USA,Minnesota
AYALY,AYALA CORP UNSP/ADR,Pink Limited,6.600000,,0,ADRs,Philippines,
AYYLF,AYALA CORP B,Pink Limited,6.550000,,0,Foreign Ordinary Shares,Philippines,
CCEGF,CARCLO ENGR PLC ORD,Pink Limited,0.669000,,0,Foreign Ordinary Shares,United Kingdom,
DICCF,DIC CORP ORD,Pink Limited,23.390000,,0,Foreign Ordinary Shares,Japan,
FINGF,FINNING INTL INC,Pink Limited,70.240000,-0.031974,7184,Foreign Ordinary Shares,Canada,British Columbia
FNIGY,FINNING INTL U/ADR,Pink Limited,0.000000,,0,ADRs,Canada,British Columbia
DTARF,DELTA RES LTD,Pink Limited,0.121800,0.010369,73950,Foreign Ordinary Shares,Canada,Ontario
ONVEF,SEVA MINING CORP,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Canada,British Columbia
MDRKF,MANDARAKE INC,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Japan,
SFRX,SEAFARER EXPLORATION CORP,Pink Limited,0.002290,-0.004348,2648465,Common Stock,USA,Florida
VECRF,VECTOR INC TOKYO,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
PFLC,PACIFIC FINCL CORP,OTCQX,17.160000,,0,Common Stock,USA,Washington
AGMJF,ALGOMA CENT CORP,Pink Limited,15.770000,,0,Foreign Ordinary Shares,Canada,Ontario
RGLXF,RTL GROUP LUXEMBOURG ORD,Pink Limited,41.000000,,0,Foreign Ordinary Shares,Luxembourg,
RGLXY,RTL GRP SA UNSP/ADR,Pink Limited,3.897500,,6,ADRs,Luxembourg,
BCUFF,BELL COPPER CORP,OTCQB,0.057500,0.058542,78200,Foreign Ordinary Shares,Canada,British Columbia
LEOPF,LEOPALACE21 CORP,Pink Limited,4.180000,,0,Foreign Ordinary Shares,Japan,
OROXF,OROSUR MINING INC,Pink Limited,0.256900,,5000,Foreign Ordinary Shares,Uruguay,
SNNGF,PPX MINING CORP,Pink Limited,0.130000,0.040000,3000,Foreign Ordinary Shares,Canada,Alberta
CHPCY,CHINA PETE & CHEM CP U/AD,Pink Limited,0.000000,,0,ADRs,China,
SNPMF,CHINA PETE & CHEM H SHS,Pink Limited,0.546050,,0,Foreign Ordinary Shares,China,
CCBC,CHINO COMML BANCORP (CA),Pink Limited,20.000000,,0,Common Stock,USA,California
EYGPF,ELECTRICITY GNRTNG FRGN,Pink Limited,2.820000,,0,Foreign Ordinary Shares,Thailand,
